timestamp,open,high,low,close,volume
2025-05-27 08:00:00+00:00,198.02,199.5,197.92,199.11,12406.0
2025-05-27 08:05:00+00:00,199.09,199.67,199.09,199.59,9151.0
2025-05-27 08:10:00+00:00,199.57,199.59,199.42,199.43,7049.0
2025-05-27 08:15:00+00:00,199.33,199.5,199.3,199.34,2822.0
2025-05-27 08:20:00+00:00,199.41,199.43,199.15,199.15,2194.0
2025-05-27 08:25:00+00:00,199.21,199.3,199.12,199.22,4901.0
2025-05-27 08:30:00+00:00,199.2,199.22,199.11,199.12,3274.0
2025-05-27 08:35:00+00:00,199.12,199.12,198.94,199.09,5966.0
2025-05-27 08:40:00+00:00,199.06,199.23,199.06,199.23,2799.0
2025-05-27 08:45:00+00:00,199.23,199.24,199.02,199.02,1944.0
2025-05-27 08:50:00+00:00,198.96,199.09,198.91,199.02,2549.0
2025-05-27 08:55:00+00:00,199.08,199.1,199.08,199.09,350.0
2025-05-27 09:00:00+00:00,199.05,199.25,199.05,199.18,1790.0
2025-05-27 09:05:00+00:00,199.22,199.22,199.22,199.22,974.0
2025-05-27 09:10:00+00:00,199.38,199.38,199.37,199.37,868.0
2025-05-27 09:15:00+00:00,199.27,199.27,199.23,199.24,450.0
2025-05-27 09:20:00+00:00,199.19,199.21,199.19,199.21,498.0
2025-05-27 09:25:00+00:00,199.13,199.16,199.13,199.16,550.0
2025-05-27 09:30:00+00:00,199.09,199.2,199.08,199.2,1478.0
2025-05-27 09:35:00+00:00,199.24,199.24,199.15,199.17,2124.0
2025-05-27 09:40:00+00:00,199.2,199.23,199.17,199.17,908.0
2025-05-27 09:45:00+00:00,199.21,199.21,199.16,199.16,1845.0
2025-05-27 09:50:00+00:00,199.07,199.14,199.07,199.14,714.0
2025-05-27 09:55:00+00:00,199.08,199.08,199.06,199.06,728.0
2025-05-27 10:00:00+00:00,199.04,199.06,198.94,198.94,4990.0
2025-05-27 10:05:00+00:00,198.99,199.0,198.95,198.95,1515.0
2025-05-27 10:10:00+00:00,198.95,198.95,198.85,198.9,1396.0
2025-05-27 10:15:00+00:00,198.95,198.98,198.92,198.97,663.0
2025-05-27 10:20:00+00:00,198.9,198.9,198.6,198.81,3709.0
2025-05-27 10:25:00+00:00,198.88,199.06,198.88,199.06,3854.0
2025-05-27 10:30:00+00:00,199.15,199.15,198.83,199.0,2549.0
2025-05-27 10:35:00+00:00,199.09,199.2,199.06,199.2,3465.0
2025-05-27 10:40:00+00:00,199.08,199.08,198.86,199.06,1867.0
2025-05-27 10:45:00+00:00,198.91,198.92,198.88,198.88,1986.0
2025-05-27 10:50:00+00:00,198.81,198.85,198.81,198.85,1224.0
2025-05-27 10:55:00+00:00,198.81,198.85,198.71,198.71,1302.0
2025-05-27 11:00:00+00:00,198.67,198.74,198.1,198.4,20967.0
2025-05-27 11:05:00+00:00,198.38,198.54,198.23,198.54,6982.0
2025-05-27 11:10:00+00:00,198.5,198.5,198.2,198.35,6080.0
2025-05-27 11:15:00+00:00,198.31,198.35,198.13,198.13,4031.0
2025-05-27 11:20:00+00:00,198.13,198.15,198.02,198.07,2037.0
2025-05-27 11:25:00+00:00,198.07,198.46,198.07,198.42,8953.0
2025-05-27 11:30:00+00:00,198.42,198.56,198.4,198.49,3132.0
2025-05-27 11:35:00+00:00,198.55,198.6,198.55,198.56,2028.0
2025-05-27 11:40:00+00:00,198.5,198.67,198.46,198.65,2728.0
2025-05-27 11:45:00+00:00,198.6,198.62,198.55,198.61,4253.0
2025-05-27 11:50:00+00:00,198.52,198.55,198.46,198.55,2252.0
2025-05-27 11:55:00+00:00,198.55,198.55,198.45,198.54,3298.0
2025-05-27 12:00:00+00:00,198.14,199.2,197.3,198.55,140164.0
2025-05-27 12:05:00+00:00,198.5,198.66,198.5,198.62,7149.0
2025-05-27 12:10:00+00:00,198.62,198.65,198.51,198.51,9988.0
2025-05-27 12:15:00+00:00,198.51,198.7,198.5,198.5,7838.0
2025-05-27 12:20:00+00:00,198.5,198.88,198.5,198.79,18177.0
2025-05-27 12:25:00+00:00,198.81,198.85,198.75,198.85,7397.0
2025-05-27 12:30:00+00:00,198.81,198.92,198.79,198.85,8556.0
2025-05-27 12:35:00+00:00,198.85,198.9,198.7,198.7,7259.0
2025-05-27 12:40:00+00:00,198.71,198.74,198.5,198.5,12268.0
2025-05-27 12:45:00+00:00,198.52,198.9,198.52,198.8,11851.0
2025-05-27 12:50:00+00:00,198.85,198.92,198.5,198.51,7920.0
2025-05-27 12:55:00+00:00,198.51,198.6,198.46,198.47,5971.0
2025-05-27 13:00:00+00:00,198.54,198.6,198.45,198.45,10798.0
2025-05-27 13:05:00+00:00,198.55,198.79,198.53,198.6,21482.0
2025-05-27 13:10:00+00:00,198.75,198.75,198.65,198.65,6242.0
2025-05-27 13:15:00+00:00,198.64,198.8,198.63,198.74,8802.0
2025-05-27 13:20:00+00:00,198.72,198.72,198.4,198.47,20447.0
2025-05-27 13:25:00+00:00,198.41,198.75,198.0,198.5,67090.0
2025-05-27 13:30:00+00:00,198.29,199.17,197.95,198.07,2240245.0
2025-05-27 13:35:00+00:00,198.06,198.38,197.65,198.15,798659.0
2025-05-27 13:40:00+00:00,198.14,198.27,197.54,197.9,680554.0
2025-05-27 13:45:00+00:00,197.88,198.35,197.44,198.07,815638.0
2025-05-27 13:50:00+00:00,198.07,198.12,197.43,197.52,456357.0
2025-05-27 13:55:00+00:00,197.51,198.14,197.51,198.07,584527.0
2025-05-27 14:00:00+00:00,198.08,198.36,197.93,198.27,671493.0
2025-05-27 14:05:00+00:00,198.28,198.63,198.21,198.48,579594.0
2025-05-27 14:10:00+00:00,198.48,198.65,198.29,198.29,657047.0
2025-05-27 14:15:00+00:00,198.3,198.51,198.04,198.49,442373.0
2025-05-27 14:20:00+00:00,198.48,198.63,198.35,198.44,432327.0
2025-05-27 14:25:00+00:00,198.43,198.76,198.19,198.35,623157.0
2025-05-27 14:30:00+00:00,198.36,198.49,198.01,198.21,522046.0
2025-05-27 14:35:00+00:00,198.21,198.56,198.12,198.54,451761.0
2025-05-27 14:40:00+00:00,198.54,198.88,198.51,198.69,414351.0
2025-05-27 14:45:00+00:00,198.7,198.85,198.52,198.58,345240.0
2025-05-27 14:50:00+00:00,198.58,198.69,198.29,198.35,371147.0
2025-05-27 14:55:00+00:00,198.34,198.43,198.02,198.16,436171.0
2025-05-27 15:00:00+00:00,198.17,198.5,198.1,198.44,415320.0
2025-05-27 15:05:00+00:00,198.44,198.77,198.35,198.68,360661.0
2025-05-27 15:10:00+00:00,198.68,198.79,198.51,198.65,287597.0
2025-05-27 15:15:00+00:00,198.65,198.92,198.59,198.81,420503.0
2025-05-27 15:20:00+00:00,198.81,199.03,198.65,199.03,661366.0
2025-05-27 15:25:00+00:00,199.02,199.37,198.98,199.37,528805.0
2025-05-27 15:30:00+00:00,199.36,199.45,199.0,199.18,394582.0
