timestamp,open,high,low,close,volume
2025-05-22 08:00:00+00:00,202.02,202.55,202.02,202.36,15812.0
2025-05-22 09:00:00+00:00,202.3,202.72,202.3,202.5,11550.0
2025-05-22 10:00:00+00:00,202.45,202.55,202.04,202.04,13926.0
2025-05-22 11:00:00+00:00,202.04,202.49,201.01,201.01,35195.0
2025-05-22 12:00:00+00:00,202.28,202.52,200.55,201.6,191021.0
2025-05-22 13:00:00+00:00,201.66,201.8,199.78,201.2,5995398.0
2025-05-22 14:00:00+00:00,201.21,201.64,200.25,200.87,5254068.0
2025-05-22 15:00:00+00:00,200.85,202.29,200.65,201.75,3693412.0
2025-05-22 16:00:00+00:00,201.75,202.41,201.6,201.63,2460552.0
2025-05-22 17:00:00+00:00,201.64,202.18,201.16,201.89,2629497.0
2025-05-22 18:00:00+00:00,201.89,202.26,201.64,202.13,2953184.0
2025-05-22 19:00:00+00:00,202.12,202.75,201.0,201.37,6315240.0
2025-05-22 20:00:00+00:00,201.37,201.92,201.08,201.65,4414115.0
2025-05-22 21:00:00+00:00,201.84,201.9,201.45,201.64,20905.0
2025-05-22 22:00:00+00:00,201.86,201.94,201.01,201.2,21855.0
2025-05-22 23:00:00+00:00,201.24,201.5,201.1,201.5,32100.0
2025-05-23 08:00:00+00:00,201.74,202.0,201.61,201.7,14234.0
2025-05-23 09:00:00+00:00,201.67,201.7,201.0,201.48,11962.0
2025-05-23 10:00:00+00:00,201.5,201.57,201.2,201.4,13595.0
2025-05-23 11:00:00+00:00,201.42,201.58,193.23,194.8,1343053.0
2025-05-23 12:00:00+00:00,193.68,201.7,193.13,194.87,1636496.0
2025-05-23 13:00:00+00:00,194.9,197.1,193.2,196.37,12873144.0
2025-05-23 14:00:00+00:00,196.34,197.7,195.69,195.93,8568687.0
2025-05-23 15:00:00+00:00,195.94,197.13,195.8,196.2,4733905.0
2025-05-23 16:00:00+00:00,196.2,196.67,195.63,196.1,4764427.0
2025-05-23 17:00:00+00:00,196.1,196.68,195.58,195.98,4821749.0
2025-05-23 18:00:00+00:00,195.97,196.53,195.0,195.53,4811609.0
2025-05-23 19:00:00+00:00,195.52,195.97,195.01,195.34,8989431.0
2025-05-23 20:00:00+00:00,195.27,195.75,195.16,195.29,6412226.0
2025-05-23 21:00:00+00:00,195.25,195.6,195.1,195.5,57516.0
2025-05-23 22:00:00+00:00,195.45,195.52,195.33,195.49,36258.0
2025-05-23 23:00:00+00:00,195.47,195.98,195.4,195.85,49496.0
2025-05-27 08:00:00+00:00,198.02,199.67,197.92,199.09,55405.0
2025-05-27 09:00:00+00:00,199.05,199.38,199.05,199.06,12927.0
2025-05-27 10:00:00+00:00,199.04,199.2,198.6,198.71,28520.0
2025-05-27 11:00:00+00:00,198.67,198.74,198.02,198.54,66741.0
2025-05-27 12:00:00+00:00,198.14,199.2,197.3,198.47,244538.0
2025-05-27 13:00:00+00:00,198.54,199.17,197.43,198.07,5710841.0
2025-05-27 14:00:00+00:00,198.08,198.88,197.93,198.16,5946707.0
2025-05-27 15:00:00+00:00,198.17,200.1,198.1,200.07,5092435.0
2025-05-27 16:00:00+00:00,200.07,200.65,199.89,200.04,4298680.0
2025-05-27 17:00:00+00:00,200.05,200.55,199.67,200.54,3234193.0
2025-05-27 18:00:00+00:00,200.54,200.74,200.22,200.46,3076368.0
2025-05-27 19:00:00+00:00,200.45,200.55,199.93,200.2,6289005.0
2025-05-27 20:00:00+00:00,200.19,200.46,200.1,200.27,7770467.0
2025-05-27 21:00:00+00:00,200.24,200.46,200.23,200.45,18543.0
2025-05-27 22:00:00+00:00,200.43,200.47,200.32,200.36,16103.0
2025-05-27 23:00:00+00:00,200.36,200.45,200.32,200.4,29372.0
2025-05-28 08:00:00+00:00,200.4,200.53,199.9,200.12,20873.0
2025-05-28 09:00:00+00:00,200.08,200.36,199.94,200.1,9788.0
2025-05-28 10:00:00+00:00,200.06,200.97,200.06,200.95,7366.0
2025-05-28 11:00:00+00:00,200.9,200.95,200.65,200.76,16551.0
2025-05-28 12:00:00+00:00,200.95,201.23,200.0,201.13,132679.0
2025-05-28 13:00:00+00:00,201.13,202.73,199.9,200.08,5835012.0
2025-05-28 14:00:00+00:00,200.07,201.05,200.0,200.8,4655214.0
2025-05-28 15:00:00+00:00,200.79,201.31,200.58,200.91,2659479.0
2025-05-28 16:00:00+00:00,200.91,201.35,200.82,201.08,1874744.0
2025-05-28 17:00:00+00:00,201.09,201.52,200.73,200.86,2072920.0
