timestamp,open,high,low,close,volume
2021-03-11 00:00:00+00:00,71.44,92.01,70.13,73.66,50134585.0
2021-03-12 00:00:00+00:00,73.9,73.9,69.11,69.8,16285122.0
2021-03-15 00:00:00+00:00,69.66,74.06,66.25,71.36,16749459.0
2021-03-16 00:00:00+00:00,72.0,78.0,71.53,76.35,27330694.0
2021-03-17 00:00:00+00:00,76.47,79.1,73.51,77.05,8420615.0
2021-03-18 00:00:00+00:00,76.6,77.0,66.3,68.3,7738032.0
2021-03-19 00:00:00+00:00,69.0,72.7,68.08,70.24,5523642.0
2021-03-22 00:00:00+00:00,70.52,72.49,69.54,71.54,3407004.0
2021-03-23 00:00:00+00:00,70.01,71.9,67.63,68.65,3513856.0
2021-03-24 00:00:00+00:00,68.5,70.0,64.01,64.8,4036779.0
2021-03-25 00:00:00+00:00,65.03,69.85,60.69,68.3,5132177.0
2021-03-26 00:00:00+00:00,68.14,71.2,64.77,70.2,3633668.0
2021-03-29 00:00:00+00:00,68.99,70.45,66.51,67.04,3406516.0
2021-03-30 00:00:00+00:00,66.83,67.0,64.47,65.27,2589576.0
2021-03-31 00:00:00+00:00,65.94,67.19,64.57,64.78,3309330.0
2021-04-01 00:00:00+00:00,65.98,69.67,65.61,67.61,3163308.0
2021-04-05 00:00:00+00:00,67.5,72.86,67.41,71.21,7044211.0
2021-04-06 00:00:00+00:00,70.74,72.39,70.5,71.37,3074569.0
2021-04-07 00:00:00+00:00,71.83,72.5,67.88,68.9,3442454.0
2021-04-08 00:00:00+00:00,69.6,71.49,68.8,70.85,3458925.0
2021-04-09 00:00:00+00:00,70.84,74.99,69.86,71.97,7726337.0
2021-04-12 00:00:00+00:00,73.0,77.0,71.51,75.0,6547185.0
2021-04-13 00:00:00+00:00,75.28,83.41,73.51,82.05,14581841.0
2021-04-14 00:00:00+00:00,82.69,82.79,74.05,75.2,11727164.0
2021-04-15 00:00:00+00:00,75.99,80.75,74.56,79.2,7192055.0
2021-04-16 00:00:00+00:00,79.21,79.8,75.12,75.9,4145836.0
2021-04-19 00:00:00+00:00,76.5,78.3,71.43,72.0,5257832.0
2021-04-20 00:00:00+00:00,73.0,73.44,67.3,68.9,6867952.0
2021-04-21 00:00:00+00:00,69.24,71.99,67.6,71.71,3697989.0
2021-04-22 00:00:00+00:00,71.74,73.79,69.1,70.0,2696307.0
2021-04-23 00:00:00+00:00,70.1,72.38,69.59,71.81,2057087.0
2021-04-26 00:00:00+00:00,72.1,75.92,71.31,74.76,3449441.0
2021-04-27 00:00:00+00:00,75.0,75.48,72.33,74.75,2584906.0
2021-04-28 00:00:00+00:00,74.75,76.93,73.64,75.75,2536674.0
2021-04-29 00:00:00+00:00,76.69,77.6,72.83,75.65,3577656.0
2021-04-30 00:00:00+00:00,76.0,76.99,73.91,74.55,1948064.0
2021-05-03 00:00:00+00:00,74.53,75.1,70.61,71.08,2583875.0
2021-05-04 00:00:00+00:00,71.5,72.23,67.65,69.46,4189074.0
2021-05-05 00:00:00+00:00,69.69,70.94,66.46,66.9,3533494.0
2021-05-06 00:00:00+00:00,67.76,68.0,63.83,65.3,4849104.0
2021-05-07 00:00:00+00:00,65.61,68.5,65.59,68.45,3896125.0
2021-05-10 00:00:00+00:00,67.9,69.95,63.83,66.25,6707322.0
2021-05-11 00:00:00+00:00,66.25,79.08,63.22,78.9,27239925.0
2021-05-12 00:00:00+00:00,80.0,80.0,71.09,74.82,17857580.0
2021-05-13 00:00:00+00:00,73.1,76.43,67.51,69.44,15536406.0
2021-05-14 00:00:00+00:00,69.44,73.43,69.25,71.0,6567144.0
2021-05-17 00:00:00+00:00,70.95,77.0,70.21,76.95,14734909.0
2021-05-18 00:00:00+00:00,77.0,78.3,73.48,74.9,9729664.0
