timestamp,open,high,low,close,volume
2025-05-01 08:00:00+00:00,283.15,283.87,279.29,283.0,199193.0
2025-05-01 09:00:00+00:00,282.92,284.63,282.5,284.3,96726.0
2025-05-01 10:00:00+00:00,284.21,285.35,283.55,284.36,119976.0
2025-05-01 11:00:00+00:00,284.32,285.36,283.7,284.4,239599.0
2025-05-01 12:00:00+00:00,283.8,285.59,277.85,281.86,1157705.0
2025-05-01 13:00:00+00:00,281.95,287.22,278.85,281.89,11649359.0
2025-05-01 14:00:00+00:00,281.98,289.79,280.79,289.1,16160166.0
2025-05-01 15:00:00+00:00,289.1,290.87,283.63,284.34,12274829.0
2025-05-01 16:00:00+00:00,284.4,284.98,282.3,282.99,8693544.0
2025-05-01 17:00:00+00:00,283.0,285.76,281.76,282.47,8167691.0
2025-05-01 18:00:00+00:00,282.43,284.07,282.2,282.82,5236711.0
2025-05-01 19:00:00+00:00,282.81,284.65,279.9,280.52,9179960.0
2025-05-01 20:00:00+00:00,280.51,281.4,278.03,278.64,5133049.0
2025-05-01 21:00:00+00:00,278.75,279.8,278.5,278.7,188124.0
2025-05-01 22:00:00+00:00,278.7,279.0,277.2,277.57,228484.0
2025-05-01 23:00:00+00:00,277.58,278.49,277.5,277.54,181505.0
2025-05-02 08:00:00+00:00,281.5,282.98,280.52,280.52,123071.0
2025-05-02 09:00:00+00:00,280.58,281.79,280.56,281.54,51290.0
2025-05-02 10:00:00+00:00,281.74,282.43,281.26,281.6,50066.0
2025-05-02 11:00:00+00:00,281.42,282.0,280.91,281.65,101378.0
2025-05-02 12:00:00+00:00,281.2,285.47,280.53,285.1,982346.0
2025-05-02 13:00:00+00:00,285.09,287.94,280.92,282.41,10259116.0
2025-05-02 14:00:00+00:00,282.44,286.94,279.81,286.51,14695603.0
2025-05-02 15:00:00+00:00,286.47,288.25,284.88,286.86,10721273.0
2025-05-02 16:00:00+00:00,286.91,292.53,286.12,292.04,14088121.0
2025-05-02 17:00:00+00:00,292.0,294.49,290.68,293.82,13096890.0
2025-05-02 18:00:00+00:00,293.81,294.78,290.63,291.0,8998426.0
2025-05-02 19:00:00+00:00,290.98,291.03,285.77,287.25,14526960.0
2025-05-02 20:00:00+00:00,287.25,287.7,286.7,287.66,3172675.0
2025-05-02 21:00:00+00:00,287.68,288.19,287.3,288.0,186244.0
2025-05-02 22:00:00+00:00,287.95,288.3,287.14,287.8,94091.0
2025-05-02 23:00:00+00:00,287.78,288.55,287.72,288.08,159154.0
2025-05-05 08:00:00+00:00,287.33,288.13,284.87,285.88,121730.0
2025-05-05 09:00:00+00:00,285.64,286.68,285.5,286.18,41845.0
2025-05-05 10:00:00+00:00,286.02,286.22,284.3,285.69,77770.0
2025-05-05 11:00:00+00:00,285.64,285.73,284.35,284.6,113683.0
2025-05-05 12:00:00+00:00,285.5,288.36,284.28,284.61,486916.0
2025-05-05 13:00:00+00:00,284.6,285.17,278.35,279.59,11001176.0
2025-05-05 14:00:00+00:00,279.61,281.59,274.4,276.93,16599266.0
2025-05-05 15:00:00+00:00,276.85,277.59,274.8,276.56,9004321.0
2025-05-05 16:00:00+00:00,276.56,280.11,276.0,279.92,7885888.0
2025-05-05 17:00:00+00:00,279.92,280.93,279.31,280.16,7337420.0
2025-05-05 18:00:00+00:00,280.18,283.39,279.9,281.41,8195228.0
2025-05-05 19:00:00+00:00,281.43,282.73,279.27,280.2,10040812.0
2025-05-05 20:00:00+00:00,280.21,280.65,278.0,279.2,4319023.0
2025-05-05 21:00:00+00:00,279.19,279.25,278.62,278.69,144513.0
2025-05-05 22:00:00+00:00,278.71,279.0,278.1,278.35,87568.0
2025-05-05 23:00:00+00:00,278.35,280.26,278.05,278.2,135205.0
2025-05-06 08:00:00+00:00,275.5,276.72,274.94,276.1,119109.0
2025-05-06 09:00:00+00:00,276.09,276.1,274.8,275.4,73177.0
2025-05-06 10:00:00+00:00,275.4,276.11,275.3,275.6,34826.0
2025-05-06 11:00:00+00:00,275.67,276.55,274.96,275.51,168638.0
2025-05-06 12:00:00+00:00,275.4,278.21,274.54,275.13,484006.0
2025-05-06 13:00:00+00:00,275.07,277.73,271.35,272.36,11835511.0
2025-05-06 14:00:00+00:00,272.38,275.75,271.88,274.18,11493284.0
2025-05-06 15:00:00+00:00,274.11,276.15,272.62,272.82,7306994.0
2025-05-06 16:00:00+00:00,272.82,275.09,272.25,273.1,7113400.0
2025-05-06 17:00:00+00:00,273.05,274.55,272.75,273.05,5105303.0
2025-05-06 18:00:00+00:00,273.02,275.53,272.8,275.48,5555144.0
2025-05-06 19:00:00+00:00,275.47,276.71,274.79,275.25,6506385.0
2025-05-06 20:00:00+00:00,275.23,275.42,273.59,274.6,3226144.0
2025-05-06 21:00:00+00:00,274.6,274.66,273.23,273.39,103236.0
2025-05-06 22:00:00+00:00,273.45,279.89,273.45,279.87,748019.0
2025-05-06 23:00:00+00:00,279.88,279.89,278.35,278.82,295555.0
2025-05-07 08:00:00+00:00,278.56,279.9,277.64,279.1,236041.0
2025-05-07 09:00:00+00:00,279.18,279.5,278.5,279.16,43383.0
2025-05-07 10:00:00+00:00,279.1,279.2,278.5,278.65,57047.0
2025-05-07 11:00:00+00:00,278.65,279.49,278.21,279.0,95123.0
2025-05-07 12:00:00+00:00,278.9,279.52,276.75,277.67,559017.0
